,rank,class_name,space_number,synonym,name,author,year,father
1353,subspecies,"Colobus rufomitratus parmentieri Colyn & Verheyen, 1987 ",28,1,Colobus rufomitratus parmentieri Colyn & Verheyen,, 1987 ,Piliocolobus Rochebrune
1354,subspecies,"Colobus rufomitratus parmentierorum Colyn, 1993 ",28,1,Colobus rufomitratus parmentierorum Colyn,, 1993 ,Piliocolobus Rochebrune
1355,species,"Piliocolobus pennantii (Waterhouse, 1838) ",26,0,Piliocolobus pennantii ,Waterhouse,1838,Piliocolobus Rochebrune
1356,species,"Procolobus pennantii (Waterhouse, 1838) ",28,1,Procolobus pennantii ,Waterhouse,1838,Piliocolobus Rochebrune
1357,species,"Piliocolobus preussi Matschie, 1900 ",26,0,Piliocolobus preussi Matschie,, 1900 ,Piliocolobus Rochebrune
1358,species,"Procolobus preussi (Matschie, 1900) ",28,1,Procolobus preussi ,Matschie,1900,Piliocolobus Rochebrune
1359,species,"Piliocolobus rufomitratus (Peters, 1879) ",26,0,Piliocolobus rufomitratus ,Peters,1879,Piliocolobus Rochebrune
1360,species,"Procolobus rufomitratus (Peters, 1879) ",28,1,Procolobus rufomitratus ,Peters,1879,Piliocolobus Rochebrune
1361,species,"Piliocolobus semlikiensis (Colyn, 1991) ",26,0,Piliocolobus semlikiensis ,Colyn,1991,Piliocolobus Rochebrune
1362,subspecies,"Colobus badius semlikiensis Colyn, 1991 ",28,1,Colobus badius semlikiensis Colyn,, 1991 ,Piliocolobus Rochebrune
1363,species,"Piliocolobus tephrosceles (Elliot, 1907) ",26,0,Piliocolobus tephrosceles ,Elliot,1907,Piliocolobus Rochebrune
1364,species,"Tropicolobus gudoviusi Matschie, 1914 ",28,1,Tropicolobus gudoviusi Matschie,, 1914 ,Piliocolobus Rochebrune
1365,species,"Piliocolobus tholloni A. Milne-Edwards, 1886 ",26,0,Piliocolobus tholloni A. Milne-Edwards,, 1886 ,Piliocolobus Rochebrune
1366,species,"Colobus lovizettii Matschie, 1913 ",28,1,Colobus lovizettii Matschie,, 1913 ,Piliocolobus Rochebrune
1367,species,"Piliocolobus waldronae (Hayman, 1936) ",26,0,Piliocolobus waldronae ,Hayman,1936,Piliocolobus Rochebrune
1368,subspecies,"Piliocolobus badius waldronae (Hayman, 1936) ",28,1,Piliocolobus badius waldronae ,Hayman,1936,Piliocolobus Rochebrune
1369,genus,"Procolobus Rochebrune, 1877 ",24,0,Procolobus Rochebrune,, 1877 ,Colobini Jerdon
1370,genus,"Lophocolobus de Pousargues, 1895 ",26,1,Lophocolobus de Pousargues,, 1895 ,Colobini Jerdon
1371,species,"Procolobus verus (van Beneden, 1838) ",26,0,Procolobus verus ,van Beneden,1838,Procolobus Rochebrune
1372,species,"Colobus chrysurus Gray, 1866 ",28,1,Colobus chrysurus Gray,, 1866 ,Procolobus Rochebrune
1373,species,"Colobus cristatus Gray, 1866 ",28,1,Colobus cristatus Gray,, 1866 ,Procolobus Rochebrune
1374,species,"Semnopithecus olivaceus Wagner, 1840 ",28,1,Semnopithecus olivaceus Wagner,, 1840 ,Procolobus Rochebrune
1375,tribe,"Presbytini Gray, 1825 ",22,0,Presbytini Gray,, 1825 ,Colobinae Jerdon
1376,genus,"Nasalis É. Geoffroy Saint-Hilaire, 1812 ",24,0,Nasalis É. Geoffroy Saint-Hilaire,, 1812 ,Presbytini Gray
1377,genus,"Hanno Gray, 1821 ",26,1,Hanno Gray,, 1821 ,Presbytini Gray
1378,species,"Nasalis larvatus (van Wurmb, 1787) ",26,0,Nasalis larvatus ,van Wurmb,1787,Nasalis É. Geoffroy Saint-Hilaire
1379,species,"Cercopithecus nasica Lacépède, 1799 ",28,1,Cercopithecus nasica Lacépède,, 1799 ,Nasalis É. Geoffroy Saint-Hilaire
1380,subspecies,"Nasalis larvatus orientalis Chasen, 1940 ",28,1,Nasalis larvatus orientalis Chasen,, 1940 ,Nasalis É. Geoffroy Saint-Hilaire
1381,species,"Nasalis recurvus Vigors & Horsfield, 1828 ",28,1,Nasalis recurvus Vigors & Horsfield,, 1828 ,Nasalis É. Geoffroy Saint-Hilaire
1382,species,"Simia capistratus Kerr, 1792 ",28,1,Simia capistratus Kerr,, 1792 ,Nasalis É. Geoffroy Saint-Hilaire
1383,genus,"Presbytis Eschscholtz, 1821 ",24,0,Presbytis Eschscholtz,, 1821 ,Presbytini Gray
1384,genus,"Corypithecus Trouessart, 1879 ",26,1,Corypithecus Trouessart,, 1879 ,Presbytini Gray
1385,genus,"Lophopitheus Trouessart, 1879 ",26,1,Lophopitheus Trouessart,, 1879 ,Presbytini Gray
1386,genus,"Presbypitheus Trouessart, 1879 ",26,1,Presbypitheus Trouessart,, 1879 ,Presbytini Gray
1387,species,"Presbytis bicolor Aimi & Bakar, 1992 ",26,0,Presbytis bicolor Aimi & Bakar,, 1992 ,Presbytis Eschscholtz
1388,subspecies,"Presbytis melalophos bicolor Aimi & Bakar, 1992 ",28,1,Presbytis melalophos bicolor Aimi & Bakar,, 1992 ,Presbytis Eschscholtz
1389,species,"Presbytis canicrus Miller, 1934 ",26,0,Presbytis canicrus Miller,, 1934 ,Presbytis Eschscholtz
1390,subspecies,"Presbytis hosei canicrus Miller, 1934 ",28,1,Presbytis hosei canicrus Miller,, 1934 ,Presbytis Eschscholtz
1391,species,"Presbytis chrysomelas (Müller, 1838) ",26,0,Presbytis chrysomelas ,Müller,1838,Presbytis Eschscholtz
1392,subspecies,"Presbytis chrysomelas chrysomelas (Müller, 1838) ",28,0,Presbytis chrysomelas chrysomelas ,Müller,1838,Presbytis chrysomelas 
1393,subspecies,"Presbytis chrysomelas cruciger (Thomas, 1892) ",28,0,Presbytis chrysomelas cruciger ,Thomas,1892,Presbytis chrysomelas 
1394,species,"Presbytis arwasca Miller, 1934 ",30,1,Presbytis arwasca Miller,, 1934 ,Presbytis chrysomelas 
1395,species,"Presbytis comata (Desmarest, 1822) ",26,0,Presbytis comata ,Desmarest,1822,Presbytis Eschscholtz
1396,subspecies,"Presbytis comata comata (Desmarest, 1822) ",28,0,Presbytis comata comata ,Desmarest,1822,Presbytis comata 
1397,subspecies,"Presbytis comata fredericae (Sody, 1930) ",28,0,Presbytis comata fredericae ,Sody,1930,Presbytis comata 
1398,species,"Presbytis femoralis (Martin, 1838) ",26,0,Presbytis femoralis ,Martin,1838,Presbytis Eschscholtz
1399,species,"Presbytis australis Miller, 1913 ",28,1,Presbytis australis Miller,, 1913 ,Presbytis Eschscholtz
1400,subspecies,"Presbytis femoralis femoralis (Martin, 1838) ",28,1,Presbytis femoralis femoralis ,Martin,1838,Presbytis Eschscholtz
1401,species,"Semnopithecus neglectus Schlegel, 1876 ",28,1,Semnopithecus neglectus Schlegel,, 1876 ,Presbytis Eschscholtz
1402,species,"Presbytis frontata (Müller, 1838) ",26,0,Presbytis frontata ,Müller,1838,Presbytis Eschscholtz
1403,species,"Presbytis nudifrons Elliot, 1909 ",28,1,Presbytis nudifrons Elliot,, 1909 ,Presbytis Eschscholtz
1404,species,"Presbytis hosei (Thomas, 1889) ",26,0,Presbytis hosei ,Thomas,1889,Presbytis Eschscholtz
1405,subspecies,"Presbytis hosei everetti (Thomas, 1892) ",28,1,Presbytis hosei everetti ,Thomas,1892,Presbytis Eschscholtz
1406,subspecies,"Presbytis hosei hosei (Thomas, 1889) ",28,1,Presbytis hosei hosei ,Thomas,1889,Presbytis Eschscholtz
1407,species,"Presbytis melalophos (Raffles, 1821) ",26,0,Presbytis melalophos ,Raffles,1821,Presbytis Eschscholtz
1408,subspecies,"Semnopithecus femoralis aurata Müller & Schlegel, 1861 ",28,1,Semnopithecus femoralis aurata Müller & Schlegel,, 1861 ,Presbytis Eschscholtz
1409,species,"Semnopithecus ferrugineus Schlegel, 1876 ",28,1,Semnopithecus ferrugineus Schlegel,, 1876 ,Presbytis Eschscholtz
1410,species,"Semnopithecus flavimanus I. Geoffroy Saint-Hilaire, 1831 ",28,1,Semnopithecus flavimanus I. Geoffroy Saint-Hilaire,, 1831 ,Presbytis Eschscholtz
1411,species,"Semnopithecus nobilis Gray, 1842 ",28,1,Semnopithecus nobilis Gray,, 1842 ,Presbytis Eschscholtz
1412,species,"Presbytis mitrata Eschscholtz, 1821 ",26,0,Presbytis mitrata Eschscholtz,, 1821 ,Presbytis Eschscholtz
1413,subspecies,"Pithecus femoralis fluviatilis Chasen, 1940 ",28,1,Pithecus femoralis fluviatilis Chasen,, 1940 ,Presbytis Eschscholtz
1414,species,"Presbytis fusco-murina Elliot, 1906 ",28,1,Presbytis fusco-murina Elliot,, 1906 ,Presbytis Eschscholtz
1415,species,"Presbytis fuscomurina Elliot, 1906 ",28,1,Presbytis fuscomurina Elliot,, 1906 ,Presbytis Eschscholtz
1416,subspecies,"Presbytis melalophos mitrata Eschscholtz, 1821 ",28,1,Presbytis melalophos mitrata Eschscholtz,, 1821 ,Presbytis Eschscholtz
1417,species,"Presbytis natunae (Thomas & Hartert, 1894) ",26,0,Presbytis natunae ,Thomas & Hartert,1894,Presbytis Eschscholtz
1418,species,"Presbytis percura Lyon, 1908 ",26,0,Presbytis percura Lyon,, 1908 ,Presbytis Eschscholtz
1419,subspecies,"Presbytis femoralis percura Lyon, 1908 ",28,1,Presbytis femoralis percura Lyon,, 1908 ,Presbytis Eschscholtz
1420,species,"Presbytis potenziani (Bonaparte, 1856) ",26,0,Presbytis potenziani ,Bonaparte,1856,Presbytis Eschscholtz
1421,species,"Semnopithecus chrysogaster Peters, 1867 ",28,1,Semnopithecus chrysogaster Peters,, 1867 ,Presbytis Eschscholtz
1422,species,"Presbytis robinsoni Thomas, 1910 ",26,0,Presbytis robinsoni Thomas,, 1910 ,Presbytis Eschscholtz
1423,subspecies,"Presbytis femoralis robinsoni Thomas, 1910 ",28,1,Presbytis femoralis robinsoni Thomas,, 1910 ,Presbytis Eschscholtz
1424,subspecies,"Presbytis neglecta keatii Robinson & Kloss, 1911 ",28,1,Presbytis neglecta keatii Robinson & Kloss,, 1911 ,Presbytis Eschscholtz
1425,species,"Presbytis rubicunda (Müller, 1838) ",26,0,Presbytis rubicunda ,Müller,1838,Presbytis Eschscholtz
1426,subspecies,"Presbytis rubicunda carimatae Miller, 1907 ",28,0,Presbytis rubicunda carimatae Miller,, 1907 ,Presbytis rubicunda 
1427,subspecies,"Presbytis rubicunda chrysea Davis, 1962 ",28,0,Presbytis rubicunda chrysea Davis,, 1962 ,Presbytis rubicunda 
1428,subspecies,"Presbytis rubicunda ignita Dollman, 1909 ",28,0,Presbytis rubicunda ignita Dollman,, 1909 ,Presbytis rubicunda 
1429,subspecies,"Presbytis rubicunda rubicunda (Müller, 1838) ",28,0,Presbytis rubicunda rubicunda ,Müller,1838,Presbytis rubicunda 
1430,subspecies,"Presbytis rubicunda rubida (Lyon, 1911) ",28,0,Presbytis rubicunda rubida ,Lyon,1911,Presbytis rubicunda 
1431,species,"Presbytis sabana (Thomas, 1893) ",26,0,Presbytis sabana ,Thomas,1893,Presbytis Eschscholtz
1432,subspecies,"Presbytis hosei sabana (Thomas, 1893) ",28,1,Presbytis hosei sabana ,Thomas,1893,Presbytis Eschscholtz
1433,species,"Presbytis siamensis (Müller & Schlegel, 1841) ",26,0,Presbytis siamensis ,Müller & Schlegel,1841,Presbytis Eschscholtz
1434,subspecies,"Presbytis siamensis cana Miller, 1907 ",28,0,Presbytis siamensis cana Miller,, 1907 ,Presbytis siamensis 
1435,species,"Presbytis catemana Lyon, 1908 ",30,1,Presbytis catemana Lyon,, 1908 ,Presbytis siamensis 
1436,subspecies,"Presbytis femoralis amsiri Kawamura, 1984 ",30,1,Presbytis femoralis amsiri Kawamura,, 1984 ,Presbytis siamensis 
1437,subspecies,"Presbytis siamensis paenulata (Chasen, 1940) ",28,0,Presbytis siamensis paenulata ,Chasen,1940,Presbytis siamensis 
1438,subspecies,"Presbytis siamensis rhionis Miller, 1903 ",28,0,Presbytis siamensis rhionis Miller,, 1903 ,Presbytis siamensis 
1439,subspecies,"Presbytis siamensis siamensis (Müller & Schlegel, 1841) ",28,0,Presbytis siamensis siamensis ,Müller & Schlegel,1841,Presbytis siamensis 
1440,species,"Presbytis dilecta Elliot, 1909 ",30,1,Presbytis dilecta Elliot,, 1909 ,Presbytis siamensis 
1441,species,"Presbytis nubigena Elliot, 1909 ",30,1,Presbytis nubigena Elliot,, 1909 ,Presbytis siamensis 
1442,species,"Semnopithecus nigrimanus I. Geoffroy Saint-Hilaire, 1843 ",30,1,Semnopithecus nigrimanus I. Geoffroy Saint-Hilaire,, 1843 ,Presbytis siamensis 
1443,species,"Presbytis siberu (Chasen & Kloss, 1928) ",26,0,Presbytis siberu ,Chasen & Kloss,1928,Presbytis Eschscholtz
1444,subspecies,"Presbytis potenziani siberu (Chasen & Kloss, 1928) ",28,1,Presbytis potenziani siberu ,Chasen & Kloss,1928,Presbytis Eschscholtz
1445,species,"Presbytis sumatrana (Müller & Schlegel, 1841) ",26,0,Presbytis sumatrana ,Müller & Schlegel,1841,Presbytis Eschscholtz
1446,subspecies,"Presbytis aygula margae Hooijer, 1948 ",28,1,Presbytis aygula margae Hooijer,, 1948 ,Presbytis Eschscholtz
1447,species,"Presbytis batuanus Miller, 1903 ",28,1,Presbytis batuanus Miller,, 1903 ,Presbytis Eschscholtz
1448,subspecies,"Presbytis melalophos sumatrana (Müller & Schlegel, 1841) ",28,1,Presbytis melalophos sumatrana ,Müller & Schlegel,1841,Presbytis Eschscholtz
1449,subspecies,"Presbytis melalophos sumatranus (Müller & Schlegel, 1841) ",28,1,Presbytis melalophos sumatranus ,Müller & Schlegel,1841,Presbytis Eschscholtz
1450,species,"Presbytis thomasi (Collett, 1893) ",26,0,Presbytis thomasi ,Collett,1893,Presbytis Eschscholtz
1451,subspecies,"Presbytis thomasi nubilus Miller, 1942 ",28,1,Presbytis thomasi nubilus Miller,, 1942 ,Presbytis Eschscholtz
1452,genus,"Pygathrix É. Geoffroy Saint-Hilaire, 1812 ",24,0,Pygathrix É. Geoffroy Saint-Hilaire,, 1812 ,Presbytini Gray
1453,genus,"Daunus Gray, 1821 ",26,1,Daunus Gray,, 1821 ,Presbytini Gray
1454,species,"Pygathrix cinerea Nadler, 1997 ",26,0,Pygathrix cinerea Nadler,, 1997 ,Pygathrix É. Geoffroy Saint-Hilaire
1455,species,"Pygathrix nemaeus (Linnaeus, 1771) ",26,0,Pygathrix nemaeus ,Linnaeus,1771,Pygathrix É. Geoffroy Saint-Hilaire
1456,species,"Pygathrix nigripes (A. Milne-Edwards, 1871) ",26,0,Pygathrix nigripes ,A. Milne-Edwards,1871,Pygathrix É. Geoffroy Saint-Hilaire
1457,subspecies,"Presbytis nemaeus moi Kloss, 1926 ",28,1,Presbytis nemaeus moi Kloss,, 1926 ,Pygathrix É. Geoffroy Saint-Hilaire
1458,genus,"Rhinopithecus A. Milne-Edwards, 1872 ",24,0,Rhinopithecus A. Milne-Edwards,, 1872 ,Presbytini Gray
1459,genus,"Presbytiscus Pocock, 1924 ",26,1,Presbytiscus Pocock,, 1924 ,Presbytini Gray
1460,species,"Rhinopithecus avunculus Dollman, 1912 ",26,0,Rhinopithecus avunculus Dollman,, 1912 ,Rhinopithecus A. Milne-Edwards
1461,species,"Pygathrix avunculus (Dollman, 1912) ",28,1,Pygathrix avunculus ,Dollman,1912,Rhinopithecus A. Milne-Edwards
1462,species,"Rhinopithecus bieti A. Milne-Edwards, 1897 ",26,0,Rhinopithecus bieti A. Milne-Edwards,, 1897 ,Rhinopithecus A. Milne-Edwards
1463,species,"Pygathrix bieti (A. Milne-Edwards, 1897) ",28,1,Pygathrix bieti ,A. Milne-Edwards,1897,Rhinopithecus A. Milne-Edwards
1464,species,"Rhinopithecus brelichi Thomas, 1903 ",26,0,Rhinopithecus brelichi Thomas,, 1903 ,Rhinopithecus A. Milne-Edwards
1465,species,"Pygathrix brelichi (Thomas, 1903) ",28,1,Pygathrix brelichi ,Thomas,1903,Rhinopithecus A. Milne-Edwards
1466,species,"Rhinopithecus roxellana (A. Milne-Edwards, 1870) ",26,0,Rhinopithecus roxellana ,A. Milne-Edwards,1870,Rhinopithecus A. Milne-Edwards
1467,subspecies,"Rhinopithecus roxellana hubeiensis Wang, Jiang & Li, 1994 ",28,0,Rhinopithecus roxellana hubeiensis Wang,, 1994 ,Rhinopithecus roxellana 
1468,subspecies,"Rhinopithecus roxellana qinlingensis Wang, Jiang & Li, 1994 ",28,0,Rhinopithecus roxellana qinlingensis Wang,, 1994 ,Rhinopithecus roxellana 
1469,subspecies,"Rhinopithecus roxellana roxellana (A. Milne-Edwards, 1870) ",28,0,Rhinopithecus roxellana roxellana ,A. Milne-Edwards,1870,Rhinopithecus roxellana 
1470,species,"Pygathrix roxellana (A. Milne-Edwards, 1870) ",30,1,Pygathrix roxellana ,A. Milne-Edwards,1870,Rhinopithecus roxellana 
1471,species,"Semnopithecus roxellanae A. Milne-Edwards, 1872 ",30,1,Semnopithecus roxellanae A. Milne-Edwards,, 1872 ,Rhinopithecus roxellana 
1472,species,"Semnopithecus roxellana A. Milne-Edwards, 1870 ",30,1,Semnopithecus roxellana A. Milne-Edwards,, 1870 ,Rhinopithecus roxellana 
1473,species,"Rhinopithecus strykeri Geissmann, Ngwe Lwin, Saw Soe Aung, Thet Naing Aung, Zin Myo Aung, Tony Htin Hla et al., 2010 ",26,0,Rhinopithecus strykeri Geissmann,, 2010 ,Rhinopithecus A. Milne-Edwards
1474,genus,"Semnopithecus Desmarest, 1822 ",24,0,Semnopithecus Desmarest,, 1822 ,Presbytini Gray
1475,subgenus,"Kasi Reichenbach, 1862 ",26,1,Kasi Reichenbach,, 1862 ,Presbytini Gray
1476,species,"Semnopithecus ajax (Pocock, 1928) ",26,0,Semnopithecus ajax ,Pocock,1928,Semnopithecus Desmarest
1477,species,"Semnopithecus entellus (Dufresne, 1797) ",26,0,Semnopithecus entellus ,Dufresne,1797,Semnopithecus Desmarest
1478,species,"Semnopithecus hector (Pocock, 1928) ",26,0,Semnopithecus hector ,Pocock,1928,Semnopithecus Desmarest
1479,species,"Semnopithecus hypoleucos Blyth, 1841 ",26,0,Semnopithecus hypoleucos Blyth,, 1841 ,Semnopithecus Desmarest
1480,subspecies,"Pithecus entellus aeneas Pocock, 1928 ",28,1,Pithecus entellus aeneas Pocock,, 1928 ,Semnopithecus Desmarest
1481,subspecies,"Pithecus entellus elissa Pocock, 1928 ",28,1,Pithecus entellus elissa Pocock,, 1928 ,Semnopithecus Desmarest
1482,species,"Semnopithecus dussumieri I. Geoffroy Saint-Hilaire, 1843 ",28,1,Semnopithecus dussumieri I. Geoffroy Saint-Hilaire,, 1843 ,Semnopithecus Desmarest
1483,subspecies,"Semnopithecus hypoleucos achates (Pocock, 1928) ",28,0,Semnopithecus hypoleucos achates ,Pocock,1928,Semnopithecus hypoleucos Blyth
1484,subspecies,"Pithecus entellus achates Pocock, 1928 ",30,1,Pithecus entellus achates Pocock,, 1928 ,Semnopithecus hypoleucos Blyth
1485,subspecies,"Semnopithecus hypoleucos hypoleucos Blyth, 1841 ",28,0,Semnopithecus hypoleucos hypoleucos Blyth,, 1841 ,Semnopithecus hypoleucos Blyth
1486,subspecies,"Semnopithecus hypoleucos iulus (Pocock, 1928) ",28,0,Semnopithecus hypoleucos iulus ,Pocock,1928,Semnopithecus hypoleucos Blyth
1487,subspecies,"Pithecus entellus iulus Pocock, 1928 ",30,1,Pithecus entellus iulus Pocock,, 1928 ,Semnopithecus hypoleucos Blyth
1488,species,"Semnopithecus johnii (J. Fischer, 1829) ",26,0,Semnopithecus johnii ,J. Fischer,1829,Semnopithecus Desmarest
1489,species,"Semnopithecus cucullatus I. Geoffroy Saint-Hilaire, 1834 ",28,1,Semnopithecus cucullatus I. Geoffroy Saint-Hilaire,, 1834 ,Semnopithecus Desmarest
1490,species,"Semnopithecus jubatus Wagner, 1839 ",28,1,Semnopithecus jubatus Wagner,, 1839 ,Semnopithecus Desmarest
1491,species,"Trachypithecus johnii (J. Fischer, 1829) ",28,1,Trachypithecus johnii ,J. Fischer,1829,Semnopithecus Desmarest
1492,species,"Semnopithecus priam Blyth, 1844 ",26,0,Semnopithecus priam Blyth,, 1844 ,Semnopithecus Desmarest
1493,species,"Presbytis thersites Blyth, 1847 ",28,1,Presbytis thersites Blyth,, 1847 ,Semnopithecus Desmarest
1494,species,"Semnopithecus pallipes Blyth, 1844 ",28,1,Semnopithecus pallipes Blyth,, 1844 ,Semnopithecus Desmarest
1495,species,"Semnopithecus priamus Blyth, 1847 ",28,1,Semnopithecus priamus Blyth,, 1847 ,Semnopithecus Desmarest
1496,subspecies,"Semnopithecus priam anchises (Blyth, 1844) ",28,0,Semnopithecus priam anchises ,Blyth,1844,Semnopithecus priam Blyth
1497,species,"Presbytis anchises Blyth, 1844 ",30,1,Presbytis anchises Blyth,, 1844 ,Semnopithecus priam Blyth
1498,subspecies,"Semnopithecus priam priam Blyth, 1844 ",28,0,Semnopithecus priam priam Blyth,, 1844 ,Semnopithecus priam Blyth
1499,subspecies,"Semnopithecus priam thersites (Blyth, 1847) ",28,0,Semnopithecus priam thersites ,Blyth,1847,Semnopithecus priam Blyth
1500,subspecies,"Pithecus entellus priamellus Pocock, 1928 ",30,1,Pithecus entellus priamellus Pocock,, 1928 ,Semnopithecus priam Blyth
1501,species,"Semnopithecus schistaceus Hodgson, 1840 ",26,0,Semnopithecus schistaceus Hodgson,, 1840 ,Semnopithecus Desmarest
1502,subspecies,"Pithecus entellus achilles Pocock, 1928 ",28,1,Pithecus entellus achilles Pocock,, 1928 ,Semnopithecus Desmarest
1503,species,"Presbytis lania Elliot, 1909 ",28,1,Presbytis lania Elliot,, 1909 ,Semnopithecus Desmarest
1504,species,"Semnopithecus nipalensis Hodgson, 1840 ",28,1,Semnopithecus nipalensis Hodgson,, 1840 ,Semnopithecus Desmarest
1505,species,"Semnopithecus vetulus (Erxleben, 1777) ",26,0,Semnopithecus vetulus ,Erxleben,1777,Semnopithecus Desmarest
1506,species,"Trachypithecus vetulus (Erxleben, 1777) ",28,1,Trachypithecus vetulus ,Erxleben,1777,Semnopithecus Desmarest
1507,subspecies,"Semnopithecus vetulus monticola (Kelaart, 1850) ",28,0,Semnopithecus vetulus monticola ,Kelaart,1850,Semnopithecus vetulus 
1508,species,"Presbytis ursinus Blyth, 1851 ",30,1,Presbytis ursinus Blyth,, 1851 ,Semnopithecus vetulus 
1509,subspecies,"Trachypithecus vetulus monticola (Kelaart, 1850) ",30,1,Trachypithecus vetulus monticola ,Kelaart,1850,Semnopithecus vetulus 
1510,subspecies,"Semnopithecus vetulus nestor Bennett, 1833 ",28,0,Semnopithecus vetulus nestor Bennett,, 1833 ,Semnopithecus vetulus 
1511,subspecies,"Pithecus vetulus phillipsi Hinton, 1923 ",30,1,Pithecus vetulus phillipsi Hinton,, 1923 ,Semnopithecus vetulus 
1512,subspecies,"Trachypithecus vetulus nestor (Bennett, 1833) ",30,1,Trachypithecus vetulus nestor ,Bennett,1833,Semnopithecus vetulus 
1513,subspecies,"Semnopithecus vetulus philbricki (Phillips, 1927) ",28,0,Semnopithecus vetulus philbricki ,Phillips,1927,Semnopithecus vetulus 
1514,subspecies,"Presbytis senex harti Deraniyagala, 1955 ",30,1,Presbytis senex harti Deraniyagala,, 1955 ,Semnopithecus vetulus 
1515,subspecies,"Trachypithecus vetulus philbricki (Phillips, 1927) ",30,1,Trachypithecus vetulus philbricki ,Phillips,1927,Semnopithecus vetulus 
1516,subspecies,"Semnopithecus vetulus vetulus (Erxleben, 1777) ",28,0,Semnopithecus vetulus vetulus ,Erxleben,1777,Semnopithecus vetulus 
1517,species,"Cercopithecus cephalopterus Boddaert, 1785 ",30,1,Cercopithecus cephalopterus Boddaert,, 1785 ,Semnopithecus vetulus 
1518,species,"Cercopithecus kephalopterus Zimmermann, 1780 ",30,1,Cercopithecus kephalopterus Zimmermann,, 1780 ,Semnopithecus vetulus 
1519,species,"Cercopithecus latibarbatus É. Geoffroy Saint-Hilaire, 1812 ",30,1,Cercopithecus latibarbatus É. Geoffroy Saint-Hilaire,, 1812 ,Semnopithecus vetulus 
